20140509
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,258.80,259.39,258.80,258.93,-0.14,-0.0005,259.04,"1,440","373,019,360.00",　,　
Au9999&nbsp;,259.05,259.38,258.40,259.16,0.11,0.0004,259.00,"18,778.32","4,868,000,475.20",　,　
Au100g&nbsp;,258.76,260.00,258.58,259.64,0.39,0.0015,259.41,16.8,"4,358,092.00",　,　
Au(T+D)&nbsp;,258.31,259.38,258.30,258.97,-0.83,-0.0032,258.85,"20,732","5,366,632,420.00","155,568","8,302"
mAu(T+D)&nbsp;,258.40,259.43,258.28,259.05,-1,-0.0038,258.89,"1,088.40","281,777,300.00","66,906","2,528"
Pt9995&nbsp;,301.50,302.00,301.50,301.79,-0.71,-0.0023,301.66,148,"44,646,000.00",　,　
Ag99.99&nbsp;,4100,4120,4100,4110,20,0.0049,4110,"2,400","9,864,000.00",160,　
Ag(T+D)&nbsp;,4045,4065,4043,4059,-7,-0.0017,4053,"499,400","2,024,427,220.00","4,357,870",　
