20090601
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au100g,208.5,215.65,208.5,215.53,7.03,0.0337,215.24,117.6,"25,313,116.00",　,　
Au9995&nbsp;,214.4,216,214.3,215.63,7.11,0.0341,215.41,"6,908","1,488,088,080.00",　,　
Au9999&nbsp;,214,216,213,215.68,6.99,0.0335,215.55,"2,402.20","517,802,070.00",　,　
Pt9995&nbsp;,275,279,275,279,16.75,0.0639,278.8,122,"34,014,000.00",　,　
Ag(T+D),3360,3413,3360,3413,270,0.0859,3402,"24,510","83,403,684.00","149,314",　
Au(T+D),214.18,216.01,214.18,215.73,7.24,0.0347,215.37,"16,772","3,612,194,980.00","81,020","8,272&nbsp;"
Au(T+N1),215.6,215.6,215.6,215.6,7.13,0.0342,215.6,4,"862,400.00",4
