20030110
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,93.79,94.11,94.19,93.79,-0.14,-0.15%,94.13,273,"25,698,060"
Au99.99,94.38,94.2,94.38,94.18,-0.02,-0.02%,94.22,225,"21,198,940"
