20140210
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,248.49,249.97,248.49,249.79,1.61,0.0065,249.11,"5,372","1,338,244,620.00",　,　
Au9999&nbsp;,248.85,250.60,247.52,250.39,2.1,0.0085,249.50,"25,725.28","6,418,585,326.80",　,　
Au100g&nbsp;,248.00,250.30,247.20,250.26,2.4,0.0097,249.03,95.4,"23,757,954.00",　,　
Au(T+D)&nbsp;,247.60,249.98,247.01,249.85,2.71,0.011,248.91,"35,064","8,727,788,400.00","161,486","13,098"
mAu(T+D)&nbsp;,248.00,249.99,247.07,249.83,2.52,0.0102,248.73,682,"169,639,798.00","17,432",　
Pt9995&nbsp;,285.00,286.50,283.50,285.78,0.62,0.0022,284.53,658,"187,222,000.00",　,　
Ag99.99&nbsp;,4075,4075,4075,4075,15,0.0037,4075,"6,210","25,305,750.00",414,　
Ag(T+D)&nbsp;,4030,4073,4011,4065,38,0.0094,4049,"1,619,682","6,558,478,564.00","3,667,816",　
