20100127
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,242.00,245.00,242.00,243.07,-0.90,-0.004,243.83,"2,398","584,708,640.00",&nbsp;,&nbsp;
Au9999&nbsp;,245.00,245.00,241.50,242.91,-0.93,-0.004,243.61,"6,934","1,692,356,040.00",&nbsp;,&nbsp;
Au100g,245.00,246.50,242.10,243.91,-1.09,-0.004,244.73,40.8,"9,985,102.00",&nbsp;,&nbsp;
Au(T+D),242.50,243.62,240.40,241.88,-0.82,-0.003,242.11,"19,320","4,677,678,020.00","122,506","9,728&nbsp;"
Au(T+N1),243.38,243.38,243.38,243.38,0.48,0.002,243.38,4,"973,520.00",34,&nbsp;
Pt9995&nbsp;,346.00,349.50,346.00,346.00,-2.79,-0.008,347.78,320,"111,292,000.00",&nbsp;,&nbsp;
Ag(T+D),3970.00,3977.00,3889.00,3934.00,-46.00,-0.012,3932.00,"213,534","839,793,134.00","581,904",600
