20100629
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,273.50,275.10,269.30,269.43,-3.98,-0.015,271.06,"2,124","575,747,600.00",&nbsp;,&nbsp;
Au9999&nbsp;,275.00,275.05,269.99,270.00,-3.93,-0.014,271.20,"2,273.80","616,905,200.00",&nbsp;,&nbsp;
Au100g,274.02,275.37,270.50,270.62,-3.40,-0.012,271.86,120.2,"32,684,624.00",&nbsp;,&nbsp;
Au(T+D),273.88,275.30,269.66,269.80,-3.88,-0.014,272.14,"28,962","7,881,924,020.00","121,572","7,974"
Pt9995&nbsp;,359.50,359.50,353.00,353.22,-6.66,-0.019,355.27,228,"81,003,000.00",&nbsp;,&nbsp;
Ag99.99&nbsp;,4290.00,4290.00,4290.00,4290.00,-35.00,-0.008,4290.00,150,"643,500.00",10,&nbsp;
Ag(T+D),4290.00,4317.00,4230.00,4236.00,-57.00,-0.013,4268.00,"394,296","1,682,934,676.00","661,202",90
