20200206
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,348.90,349.00,348.90,349.00,-2.04,-0.58%,348.99,34.00,"11,865,800.00",-,,
Au99.99,351.70,351.70,348.50,349.39,-2.31,-0.66%,349.38,"1,794.34","626,907,898.00",-,,
Au100g,350.10,350.20,348.50,349.26,-1.61,-0.46%,349.48,13.40,"4,683,106.00",-,,
iAu99.99,349.00,349.29,347.54,347.60,-3.06,-0.87%,348.52,75.02,"26,146,712.80",-,,
Au(T+D),349.60,350.29,348.00,349.64,-1.66,-0.47%,349.31,"37,846.00","13,219,988,820.00","229,990",多支付给空,"4,856"
Au(T+N1),353.00,353.50,351.35,351.35,-2.65,-0.75%,351.70,30.20,"10,620,810.00","150,892",多支付给空,460
Au(T+N2),358.00,358.00,355.45,355.65,-3.05,-0.85%,356.45,18.80,"6,700,910.00","105,068",多支付给空,400
mAu(T+D),349.98,350.50,348.18,349.76,-1.50,-0.43%,349.37,"6,930.40","2,421,306,844.00","1,264,098",多支付给空,"7,632"
Pt99.95,226.64,226.64,226.52,226.61,3.04,1.36%,226.61,10.00,"2,266,160.00",-,,
Ag(T+D),"4,232","4,250","4,230","4,243",-1,-0.02%,"4,240","3,430,260.00","14,544,735,818.00","11,012,542",多支付给空,"198,000"
NYAuTN06,351.00,351.80,349.35,351.30,-1.20,-0.34%,350.70,200.40,"70,283,290.00","40,040",,
NYAuTN12,355.00,355.60,352.95,355.05,-1.55,-0.43%,354.60,113.20,"40,139,860.00","23,180",,
PGC30g,356.36,356.36,355.08,355.49,-1.72,-0.48%,355.72,0.66,"234,780.00",-,,
