20140212
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,252.00,252.20,251.75,252.08,0.87,0.0035,251.90,"2,212","557,206,600.00",　,　
Au9999&nbsp;,251.50,252.60,250.50,252.06,0.57,0.0023,251.88,"16,588.80","4,185,168,374.40",　,　
Au100g&nbsp;,252.50,252.50,251.00,252.40,0.85,0.0034,251.94,48.6,"12,244,642.00",　,　
Au(T+D)&nbsp;,251.84,252.80,250.00,251.95,0.77,0.0031,251.70,"21,676","5,455,914,080.00","152,350","27,234"
mAu(T+D)&nbsp;,251.89,252.51,249.70,251.96,0.98,0.0039,251.62,385.8,"97,078,466.00","20,314","2,276"
Pt9995&nbsp;,285.50,286.25,284.50,286.25,0.25,0.0009,285.69,738,"210,842,000.00",　,　
Ag(T+D)&nbsp;,4082,4087,4040,4063,-13,-0.0032,4060,"962,800","3,909,800,564.00","3,801,314","12,000"
