20101227
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,297.00,298.50,296.95,298.47,0.13,0.000,297.97,"3,760","1,120,391,800.00",　,　
Au9999&nbsp;,299.00,299.00,296.01,298.49,0.10,0.000,297.56,"4,497.20","1,338,669,118.00",　,　
Au100g,298.01,299.40,297.50,299.38,0.62,0.002,298.58,47.8,"14,272,528.00",　,　
Au(T+D),296.21,298.15,296.21,298.05,-0.12,0.000,297.64,"7,624","2,269,208,860.00","113,614","2,530&nbsp;"
Pt9995&nbsp;,383.50,385.00,383.50,384.73,0.73,0.002,384.34,118,"45,353,000.00",　,　
Ag99.99&nbsp;,6480.00,6480.00,6480.00,6480.00,-50.00,-0.008,6480.00,240,"1,555,200.00",16,　
Ag(T+D),6435.00,6465.00,6411.00,6462.00,-25.00,-0.004,6444.00,"214,534","1,382,623,354.00","1,580,492",120&nbsp;
