20190909
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,348.60,348.60,347.51,348.15,-0.89,-0.26%,348.35,452.00,"157,455,320.00",-,,
Au99.99,350.00,352.41,345.15,348.20,-0.54,-0.15%,348.55,"12,494.62","4,299,867,292.60",-,,
Au100g,347.00,352.79,346.00,347.48,-1.14,-0.33%,348.66,56.40,"19,664,938.00",-,,
iAu99.99,345.00,346.10,344.32,345.94,-1.86,-0.53%,345.84,"1,002.82","346,821,426.60",-,,
Au(T+D),346.35,352.50,345.25,347.63,-3.94,-1.12%,348.88,"146,296.00","51,040,237,800.00","281,172",多支付给空,"15,028"
Au(T+N1),350.25,358.00,350.00,354.20,-2.80,-0.78%,354.35,194.80,"69,026,030.00","96,806",,"15,460"
Au(T+N2),347.10,355.75,347.00,350.30,-3.30,-0.93%,351.85,211.20,"74,313,140.00","495,202",多支付给空,400
mAu(T+D),346.95,352.58,345.24,347.96,-3.78,-1.07%,348.97,"26,828.80","9,362,537,956.00","866,150",多支付给空,"40,936"
Pt99.95,227.78,227.78,224.50,224.62,1.87,0.84%,224.63,120.00,"26,955,780.00",-,,
Ag(T+D),"4,445","4,605","4,350","4,419",-192,-4.16%,"4,485","34,373,062.00","154,164,586,564.00","11,349,678",空支付给多,"563,340"
PGC30g,345.00,354.00,345.00,353.60,3.60,1.03%,352.56,0.48,"169,230.00",-,,
