20100628
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,274.50,274.50,274.00,274.02,1.83,0.0067,274.19,51,"13,984,066.00",&nbsp;,&nbsp;
Au9995,274.10,274.23,273.35,273.41,1.34,0.0049,273.99,"3,658","1,002,267,020.00",&nbsp;,&nbsp;
Au9999,275.00,275.00,273.68,273.93,1.74,0.0064,274.16,"1,858.40","509,631,144.00",&nbsp;,&nbsp;
Pt9995,360.00,360.75,359.50,359.88,4.53,0.0127,359.99,106,"38,159,500.00",&nbsp;,&nbsp;
Ag99.99,"4,320.00","4,330.00","4,320.00","4,325.00",60.00,0.0141,"4,325.00","1,200","5,190,000.00",80,&nbsp;
Ag(T+D),"4,311.00","4,318.00","4,293.00","4,293.00",39.00,0.0092,"4,302.00","151,204","650,574,128.00","655,600",&nbsp;
AuT+D,273.85,274.55,273.60,273.68,1.49,0.0055,274.05,"10,740","2,943,404,060.00","119,918","5,464"
