20100528
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,266.80,266.85,265.50,266.48,0.48,0.0018,266.40,"2,496","664,955,140.00",&nbsp;,&nbsp;
Au9999,267.00,267.00,265.30,266.64,0.58,0.0022,266.28,"1,851.60","493,053,612.00",&nbsp;,&nbsp;
Au100g,266.00,267.00,265.50,266.96,0.51,0.0019,266.33,30.2,"8,043,398.00",&nbsp;,&nbsp;
AuT+D,265.22,267.08,265.22,266.45,0.45,0.0017,266.37,"22,152","5,900,786,180.00","103,532","9,532"
Pt9995,350.50,356.00,350.50,354.50,2.55,0.0072,354.62,206,"73,052,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,136.00","4,189.00","4,136.00","4,167.00",15.00,0.0036,"4,172.00","194,322","810,825,948.00","532,480","15,450"
