20021212
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,86.36,86.44,86.44,86.35,0.2,0.23%,86.4,494,"42,681,020"
Au99.99,86.4,86.45,86.45,86.4,0.13,0.15%,86.42,111,"9,592,740"
