20130809
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,260.99,263.00,260.99,262.45,3.65,0.0141,262.19,"2,918","765,094,900.00",　,　
Au9999&nbsp;,259.15,263.01,258.76,262.20,3.18,0.0123,262.14,"10,335.60","2,709,476,878.00",　,　
Au100g&nbsp;,260.58,262.99,259.99,262.00,2.3,0.0089,262.08,57.8,"15,148,586.00",　,　
Au(T+D)&nbsp;,258.66,263.00,258.60,261.95,3.45,0.0133,261.56,"34,912","9,131,695,260.00","193,580","18,212&nbsp;"
Pt9995&nbsp;,306.00,308.25,306.00,307.70,7.95,0.0265,307.27,74,"22,738,500.00",　,　
Ag(T+D)&nbsp;,3982,4048,3961,4025,93,0.0237,4007,"2,703,962","10,837,407,938.00","4,329,268",900&nbsp;
