20100816
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,266.16,266.98,266.16,266.84,1.02,0.004,266.67,"2,956","788,293,320.00",　,　
Au9999,265.65,267.00,265.61,266.86,0.96,0.004,266.67,"1,759.60","469,245,930.00",　,　
Au100g,266.00,267.20,266.00,267.03,1.16,0.004,266.94,27.4,"7,314,404.00",　,　
AuT+D,265.75,267.00,265.75,266.73,1.04,0.004,266.59,"13,178","3,513,172,640.00","119,382","4,690"
Pt9995,346.50,348.00,346.50,347.93,0.53,0.002,346.91,144,"49,956,000.00",　,　
Ag(T+D),4190.00,4192.00,4187.00,4189.00,4.00,0.001,4189.00,"51,108","214,104,112.00","716,808",　
