20030103
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,92.6,92.64,92.66,92.58,0.03,0.03%,92.62,310,"28,713,020"
Au99.99,92.8,92.81,92.84,92.75,-0.06,-0.06%,92.82,119,"11,045,280"
