20100603
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,267.60,268.75,267.39,268.66,0.01,0,268.54,"2,400","644,497,040.00",&nbsp;,&nbsp;
Au9999,269.00,269.00,267.00,268.87,0.37,0.0014,268.49,"2,624","704,529,470.00",&nbsp;,&nbsp;
Au100g,268.50,268.85,267.20,268.69,0.00,0,268.32,29,"7,781,354.00",&nbsp;,&nbsp;
AuT+D,267.51,268.87,266.81,268.62,-0.01,0,268.18,"17,206","4,614,414,480.00","107,048","6,478"
Pt9995,351.00,356.50,351.00,355.83,3.57,0.0101,353.41,346,"122,280,500.00",&nbsp;,&nbsp;
Ag99.99,"4,210.00","4,210.00","4,210.00","4,210.00",0.00,0,"4,210.00",900,"3,789,000.00",60,&nbsp;
Ag(T+D),"4,156.00","4,185.00","4,120.00","4,182.00",-8.00,-0.0019,"4,161.00","174,528","726,291,398.00","572,540","2,550"
