20131223
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,237.50,238.58,237.01,238.54,2.26,0.0096,237.82,"5,258","1,250,500,980.00",　,　
Au9999&nbsp;,237.85,238.88,235.52,238.77,2.4,0.0102,238.02,"14,834.60","3,530,941,258.00",　,　
Au100g&nbsp;,237.00,239.55,236.05,238.85,1.36,0.0057,238.33,52.8,"12,583,824.00",　,　
Au(T+D),236.01,238.48,235.72,238.43,1.67,0.0071,237.47,"25,342","6,018,207,040.00","184,828","12,596"
Pt9995&nbsp;,275.00,276.25,275.00,276.25,2.75,0.0101,275.87,490,"135,180,000.00",　,　
Ag99.99&nbsp;,4010,4010,4010,4010,-130,-0.0314,4010,"1,140","4,571,400.00",76,　
Ag(T+D)&nbsp;,3970,4017,3952,3999,31,0.0078,3989,"1,590,774","6,347,186,320.00","4,398,404","2,400"
