20110627
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,313.85,314.22,312.80,312.98,-4.68,-0.015,313.53,"4,442","1,392,700,880.00",　,　
Au9999&nbsp;,317.00,317.50,312.98,313.95,-3.93,-0.012,313.90,"3,608.80","1,132,818,020.00",　,　
Au100g&nbsp;,314.00,315.00,313.00,313.10,-4.91,-0.015,314.32,127.6,"40,108,100.00",　,　
Au(T+D),313.95,314.35,312.70,312.79,-4.62,-0.015,313.56,"31,242","9,796,369,060.00","109,124","8,458&nbsp;"
Pt9995&nbsp;,363.50,363.50,360.50,360.70,-8.65,-0.023,362.17,358,"129,657,000.00",　,　
Ag(T+D),7420.00,7450.00,7300.00,7363.00,-238.00,-0.031,7383.00,"637,932","4,710,288,720.00","2,106,328",90&nbsp;
