20030121
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,95.6,95.9,95.95,95.54,0.07,0.07%,95.72,961,"91,986,220"
Au99.99,96,96.27,96.28,96,0.38,0.40%,96.15,109,"10,480,750"
