20120312
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,348.00,348.15,347.00,347.18,0.27,0.0008,347.56,"2,330","809,826,000.00",　,　
Au9999&nbsp;,352.50,352.50,346.90,347.26,0.06,0.0002,347.49,"3,906","1,357,309,418.00",　,　
Au100g,347.42,348.88,347.08,347.37,-0.05,-0.0001,347.82,37.6,"13,078,188.00",　,　
Au(T+D),347.98,348.80,346.88,347.19,1.38,0.0040,347.44,"10,088","3,504,976,300.00","116,400","6,504&nbsp;"
Pt9995&nbsp;,353.00,353.00,352.30,352.76,1.79,0.0051,352.61,92,"32,440,200.00",　,　
Ag(T+D),7001.00,7020.00,6950.00,6974.00,33.00,0.0048,6980.00,"258,110","1,801,620,210.00","1,984,548","2,790&nbsp;"
