20130327
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,320.60,320.60,318.90,319.24,-1.76,-0.0055,319.86,"1,366","436,939,520.00",　,　
Au9999&nbsp;,321.05,321.05,318.90,319.25,-1.8,-0.0056,320.02,"9,319","2,982,337,676.00",　,　
Au100g&nbsp;,320.70,321.00,319.70,320.40,-1,-0.0031,320.44,97.6,"31,275,582.00",　,　
Au50g&nbsp;,320.90,320.90,320.90,320.90,-2.3,-0.0071,320.90,0.8,"256,720.00",　,　
Au(T+D)&nbsp;,320.30,320.68,318.91,319.25,-1.31,-0.0041,319.87,"19,760","6,320,679,700.00","199,252","9,682&nbsp;"
Pt9995&nbsp;,328.00,328.75,327.00,328.50,-0.61,-0.0019,328.01,254,"83,315,000.00",　,　
Ag99.99&nbsp;,5875,5880,5875,5877,-23,-0.0039,5877,"4,800","28,212,000.00",320,　
Ag(T+D)&nbsp;,5980,5982,5860,5875,-98,-0.0164,5926,"1,327,912","7,869,879,326.00","4,635,292",　
