20030115
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,94.51,94.8,94.86,94.51,0.09,0.10%,94.64,665,"62,936,330"
Au99.99,94.8,94.88,94.9,94.65,0.08,0.08%,94.85,214,"20,298,380"
