20030318
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,91,90.92,91.01,90.85,-1.14,-1.24%,90.9,591,"53,723,700"
Au99.99,91.03,91.1,91.1,90.86,-1.05,-1.14%,90.97,350,"31,841,100"
