20131204
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,241.30,241.35,241.00,241.08,-0.91,-0.0038,241.23,"3,280","791,260,100.00",　,　
Au9999&nbsp;,242.50,242.50,240.80,240.89,-1.29,-0.0053,241.28,"10,453","2,522,105,704.00",　,　
Au100g&nbsp;,243.49,243.49,241.75,241.83,-1.02,-0.0042,242.18,63.8,"15,451,616.00",　,　
Au(T+D)&nbsp;,241.26,241.90,240.52,240.90,-1.26,-0.0052,241.17,"22,682","5,470,249,120.00","191,374","10,056"
Pt9995&nbsp;,279.00,281.00,279.00,280.50,1.25,0.0045,280.58,378,"106,063,000.00",　,　
Ag99.99&nbsp;,4020,4020,4020,4020,-12,-0.003,4020,90,"361,800.00",6,　
Ag(T+D)&nbsp;,4015,4028,3980,3994,-60,-0.0148,3999,"1,426,894","5,706,284,212.00","4,296,092",　
