20100517
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,271.59,272.50,271.35,271.72,0.24,0.001,272.05,"5,246","1,427,205,140.00",&nbsp;,&nbsp;
Au9999&nbsp;,273.00,273.00,271.40,271.83,0.29,0.001,272.04,"2,993.60","814,508,590.00",&nbsp;,&nbsp;
Au100g,272.50,272.90,271.95,271.99,0.63,0.002,272.42,61.8,"16,836,160.00",&nbsp;,&nbsp;
Au50g,273.50,273.50,273.50,273.50,-0.30,-0.001,273.50,10,"2,735,000.00",&nbsp;,&nbsp;
Au(T+D),271.21,272.57,271.21,271.50,0.00,0.000,271.84,"9,904","2,692,358,920.00","129,580","7,850&nbsp;"
Pt9995&nbsp;,391.00,391.00,386.00,386.00,-5.02,-0.013,388.87,250,"97,217,500.00",&nbsp;,&nbsp;
Ag99.99&nbsp;,4322.00,4322.00,4320.00,4320.00,0.00,0.000,4320.00,"1,050","4,536,300.00",70,&nbsp;
Ag(T+D),4316.00,4340.00,4310.00,4314.00,-21.00,-0.005,4322.00,"127,250","550,083,268.00","681,144",&nbsp;
