20101231
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,300.60,301.30,300.50,301.17,-0.28,-0.001,300.95,"2,212","665,706,700.00",　,　
Au9999&nbsp;,303.00,303.00,300.00,301.80,0.30,0.001,301.39,"3,043.60","916,861,056.00",　,　
Au100g,301.50,302.00,300.00,301.99,0.19,0.001,301.12,35,"10,539,296.00",　,　
Au(T+D),301.41,301.41,299.90,301.11,-0.38,-0.001,300.69,"10,356","3,113,958,060.00","109,496","6,738&nbsp;"
Pt9995&nbsp;,388.00,388.00,385.50,386.00,-4.85,-0.012,386.37,238,"91,958,000.00",　,　
Ag99.99&nbsp;,6680.00,6680.00,6680.00,6680.00,120.00,0.018,6680.00,240,"1,603,200.00",16,　
Ag(T+D),6660.00,6670.00,6605.00,6646.00,-17.00,-0.003,6636.00,"433,912","2,879,711,634.00","1,478,494",60&nbsp;
