20120806
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,329.80,330.00,329.51,329.88,2.86,0.0087,329.76,"2,012","663,491,240.00",　,　
Au9999&nbsp;,327.99,330.20,327.99,329.80,2.81,0.0086,329.89,"4,022.60","1,327,028,570.00",　,　
Au100g,329.50,330.95,329.50,330.06,2.75,0.0084,330.05,25,"8,251,320.00",　,　
Au(T+D),329.48,330.19,329.15,329.70,2.48,0.0076,329.70,"10,788","3,556,910,660.00","149,496","8,484&nbsp;"
Pt9995&nbsp;,304.00,304.00,303.70,304.00,3.5,0.0116,303.96,168,"51,066,000.00",　,　
Ag(T+D),5862,5869,5850,5853,80,0.0139,5859,"382,554","2,241,594,128.00","3,098,566","2,250&nbsp;"
