20100818
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,267.80,267.85,266.80,266.89,-0.89,-0.003,267.41,"1,922","513,967,600.00",　,　
Au9999&nbsp;,268.00,268.00,266.80,266.80,-1.20,-0.005,267.57,"1,733","463,709,740.00",　,　
Au100g,268.00,268.00,267.00,267.17,-0.71,-0.003,267.74,26.8,"7,175,648.00",　,　
Au(T+D),267.71,267.87,266.71,266.80,-0.91,-0.003,267.38,"11,110","2,970,609,640.00","121,134","6,018&nbsp;"
Pt9995&nbsp;,350.00,351.00,349.50,351.00,0.50,0.001,350.27,194,"67,954,000.00",　,　
Ag(T+D),4206.00,4209.00,4193.00,4194.00,-9.00,-0.002,4203.00,"189,110","795,014,226.00","654,224",　
