20130118
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,335.00,339.35,335.00,339.11,1.91,0.0057,338.71,"3,780","1,280,340,920.00",　,　
Au9999&nbsp;,338.94,339.65,335.20,339.21,1.81,0.0054,338.73,"9,073.80","3,073,564,706.00",　,　
Au100g,338.50,340.00,335.50,339.29,1.79,0.0053,339.03,81.8,"27,732,760.00",　,　
Au(T+D),337.50,339.40,334.70,339.10,2.26,0.0067,337.77,"21,272","7,185,066,420.00","145,008","11,456&nbsp;"
Pt9995&nbsp;,352.00,353.50,351.50,353.25,2.22,0.0063,352.35,110,"38,759,000.00",　,　
Ag(T+D),6466.00,6527.00,6382.00,6523.00,94,0.0146,6469.00,"2,184,982","14,135,817,040.00","3,436,698",　
