20120618
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,332.90,333.20,331.00,331.24,-1.97,-0.0059,332,"3,168","1,051,784,680.00",　,　
Au9999&nbsp;,333.50,336.50,331.00,331.28,-2.2,-0.0066,332.11,"3,474.80","1,154,030,028.00",　,　
Au100g,333.36,333.36,331.50,331.58,-1.78,-0.0053,332.3,39.4,"13,092,722.00",　,　
Au(T+D),333.35,333.99,331.00,331.10,-1.61,-0.0048,332.1,"14,296","4,747,819,180.00","142,440","6,662&nbsp;"
Pt9995&nbsp;,322.00,322.00,320.00,320.57,0.23,0.0007,320.9,272,"87,285,000.00",　,　
Ag(T+D),6079,6089,6006,6007,-10,-0.0017,6028,"437,074","2,634,734,544.00","3,001,444","3,390&nbsp;"
